employee_id,rating,year,fullname,nip,company_id,area_id,position_id,department_id,division_id,directorate_id,grade_id,education_id,major_id,years_of_service_months,pauli,faxtor,disc,disc_word,mbti,iq,gtq,tiki,Commercial Savvy & Impact,Curiosity & Experimentation,Forward Thinking & Clarity,Growth Drive & Resilience,Insight & Decision Sharpness,"Lead, Inspire & Empower",Quality Delivery Discipline,Social Empathy & Awareness,Synergy & Team Orientation,Value Creation for Users,papi_score,rank,is_top
EMP100094,4.0,2025,Nadia Utama Yulianto,838236,4,1,1,3,3,3,1,2,4,33,24,50,SD,Steadiness-Dominant,INFJ,95.0,16.0,6,,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.315789473684211,7.5,0
EMP100095,3.0,2025,Fitri Pamungkas,186709,2,4,3,4,5,2,2,3,5,41,66,40,SC,Steadiness-Conscientious,ISFJ,,,5,2.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,5.157894736842105,7.5,0
EMP100096,2.0,2025,Rama Dharma Wibowo,349891,4,3,2,6,2,1,2,3,4,77,42,78,SI,Steadiness-Influencer,ENTJ,,20.0,7,,1.0,2.0,2.0,3.0,,3.0,2.0,2.0,1.0,4.7368421052631575,7.5,0
EMP100097,3.0,2025,Valdo Subekti,922054,1,1,6,2,1,3,1,2,3,64,44,76,DC,Dominant-Conscientious,INFJ,,32.0,2,3.0,4.0,,,3.0,,3.0,3.0,3.0,3.0,5.2631578947368425,7.5,0
EMP100098,3.0,2025,Indra Hidayat,843650,3,4,3,3,1,1,3,2,1,57,37,32,ID,Influencer-Dominant,ENTJ,128.0,17.0,9,4.0,4.0,3.0,,2.0,3.0,4.0,3.0,3.0,2.0,5.444444444444445,7.5,0
EMP100099,3.0,2025,Tania Suharto,635643,3,4,4,4,2,2,1,2,6,46,52,80,SC,Steadiness-Conscientious,ESTJ,,,7,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,4.928571428571429,7.5,0
EMP100100,1.0,2025,Intan Rachman Suharto,198295,4,4,1,4,1,1,2,1,2,55,44,56,DC,Dominant-Conscientious,,,,6,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,,2.0,4.421052631578948,7.5,0
EMP100101,4.0,2025,Yoga Pratomo,264764,3,1,4,1,1,2,3,4,5,51,35,97,IC,Influencer-Conscientious,ESTJ,81.0,26.0,2,5.0,3.0,4.0,4.0,4.0,,4.0,5.0,4.0,4.0,4.6875,7.5,0
EMP100102,,2025,Dinda Permadi,342888,1,2,3,6,1,3,1,3,3,22,47,89,SI,Steadiness-Influencer,INTJ,111.0,19.0,5,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,5.222222222222222,7.5,0
EMP100103,5.0,2025,Ayu Ginting,310700,4,1,2,3,1,3,2,1,1,32,62,73,,Influencer-Steadiness,ESTJ,105.0,26.0,2,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.111111111111111,7.5,1
EMP100104,1.0,2025,Budi Pratama,642860,4,4,4,3,3,2,1,4,6,81,80,37,DC,Dominant-Conscientious,ISTP,102.0,23.0,9,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.473684210526316,7.5,0
EMP100105,1.0,2025,Maya Yulianto,653381,2,1,1,4,4,2,1,4,1,16,50,45,SC,Steadiness-Conscientious,ENFJ,,,7,1.0,2.0,,1.0,,,2.0,1.0,1.0,,5.777777777777778,7.5,0
EMP100106,1.0,2025,Valdo Wijaya Wijaya,335938,3,3,1,6,5,3,3,4,1,64,72,49,CD,Conscientious-Dominant,ENFJ,102.0,29.0,4,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.75,7.5,0
EMP100107,,2025,Dian Fauziah,273235,4,2,4,5,3,1,2,4,4,45,28,59,CI,Conscientious-Influencer,ISFP,104.0,41.0,9,3.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,5.2631578947368425,7.5,0
EMP100108,4.0,2025,Dinda Erlangga Handayani,455098,4,2,3,3,5,3,2,2,6,58,73,70,DC,Dominant-Conscientious,ISTP,129.0,27.0,5,4.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,5.8,7.5,0
EMP100109,1.0,2025,Dinda Wibowo,127614,3,1,2,3,4,3,3,4,4,55,90,96,DC,Dominant-Conscientious,ESFP,91.0,16.0,4,2.0,1.0,1.0,2.0,1.0,1.0,2.0,,1.0,1.0,5.555555555555555,7.5,0
EMP100110,3.0,2025,Citra Hartanto,528735,3,2,5,3,5,2,3,3,4,46,36,63,SD,Steadiness-Dominant,INFP,97.0,37.0,5,4.0,2.0,4.0,2.0,,3.0,3.0,3.0,3.0,,4.777777777777778,7.5,0
EMP100111,2.0,2025,Rendra Herlambang,510681,2,2,3,6,4,1,3,3,5,44,38,99,ID,Influencer-Dominant,ENFJ,83.0,22.0,8,2.0,2.0,2.0,3.0,2.0,2.0,,2.0,2.0,2.0,4.947368421052632,7.5,0
EMP100112,2.0,2025,Adit Mahardika Pratama,874330,4,4,3,1,4,3,1,1,3,36,88,83,,Dominant-Conscientious,ENTP,132.0,25.0,7,2.0,2.0,1.0,,2.0,2.0,3.0,3.0,2.0,2.0,4.473684210526316,7.5,0
EMP100113,,2025,Iman Rachman Rahmawati,313238,1,4,1,6,3,1,2,1,5,55,57,72,ID,Influencer-Dominant,INTJ,117.0,28.0,10,3.0,3.0,3.0,4.0,2.0,,3.0,3.0,2.0,3.0,5.176470588235294,7.5,0
EMP100114,5.0,2025,Vania Fadillah Fauziah,475116,2,2,4,4,5,2,2,4,2,15,33,29,DI,Dominant-Influencer,INFJ,,,7,5.0,4.0,5.0,4.0,4.0,5.0,,5.0,5.0,5.0,5.411764705882353,7.5,1
EMP100115,2.0,2025,Satya Yudhistira Lukman,804211,2,1,1,2,4,2,1,3,4,41,21,62,IS,Influencer-Steadiness,ENFJ,90.0,23.0,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.222222222222222,7.5,0
EMP100116,,2025,Bayu Ridwan,747077,2,2,6,4,3,2,3,2,5,50,89,40,SI,Steadiness-Influencer,ISFP,,,7,5.0,4.0,5.0,3.0,5.0,3.0,4.0,,,4.0,5.105263157894737,7.5,0
EMP100117,4.0,2025,Prasetyo Gunawan,362939,4,4,4,6,2,2,2,2,6,39,40,98,,Dominant-Influencer,INFJ,86.0,25.0,5,5.0,4.0,5.0,,4.0,4.0,4.0,3.0,4.0,4.0,4.777777777777778,7.5,0
EMP100118,,2025,Julia Pramudita Hartanto,244488,4,4,4,2,5,3,3,2,4,53,67,31,IC,Influencer-Conscientious,ISTJ,,32.0,2,2.0,3.0,3.0,,3.0,4.0,4.0,3.0,3.0,,5.35,7.5,0
EMP100119,4.0,2025,Iman Ginting,562438,2,2,6,1,3,1,2,2,3,1,96,35,SI,Steadiness-Influencer,INTJ,102.0,29.0,1,4.0,4.0,,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.705882352941177,7.5,0
EMP100120,2.0,2025,Iman Maulida,949849,4,2,2,1,2,1,2,1,3,52,53,45,SC,Steadiness-Conscientious,,127.0,29.0,8,1.0,,1.0,3.0,2.0,2.0,2.0,,2.0,3.0,4.9411764705882355,7.5,0
EMP100121,3.0,2025,Bayu Hidayat,174665,1,3,4,3,2,3,1,2,4,56,95,85,,Steadiness-Dominant,INFJ,84.0,21.0,10,3.0,3.0,4.0,3.0,3.0,3.0,,2.0,2.0,3.0,4.611111111111111,7.5,0
EMP100122,1.0,2025,Rizki Simanjuntak,580039,2,3,6,4,1,3,3,2,2,10,27,63,CS,Conscientious-Steadiness,ESTP,,,2,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.526315789473684,7.5,0
EMP100123,2.0,2025,Kurnia Jatmiko Permadi,557929,2,1,5,2,1,1,2,4,2,54,40,42,CD,Conscientious-Dominant,ESTJ,107.0,27.0,8,2.0,2.0,3.0,,3.0,,,2.0,2.0,2.0,4.3,7.5,0
EMP100124,2.0,2025,Maya Nabila Salsabila,614276,2,4,2,4,5,2,1,1,2,52,38,84,DC,Dominant-Conscientious,ESFP,,,8,3.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,5.375,7.5,0
EMP100125,4.0,2025,Nabila Lestari Santoso,500320,2,4,5,1,3,2,3,1,1,45,28,72,DC,Dominant-Conscientious,ENTP,,30.0,6,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,5.444444444444445,7.5,0
EMP100126,3.0,2025,Vania Siregar,549217,3,4,5,5,1,3,3,3,3,67,86,53,DS,Dominant-Steadiness,ISFP,120.0,24.0,1,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,5.166666666666667,7.5,0
EMP100127,3.0,2025,Lestari Gunawan,809952,1,3,6,4,1,1,3,3,6,26,20,65,CI,Conscientious-Influencer,,,,1,3.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,5.05,7.5,0
EMP100128,2.0,2025,Ahmad Siregar,282135,1,1,4,6,4,2,2,2,3,58,70,69,DC,Dominant-Conscientious,ESTP,117.0,38.0,3,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,,2.0,5.526315789473684,7.5,0
EMP100129,2.0,2025,Dian Utama Kusuma,445242,4,4,2,1,1,1,2,3,2,17,64,40,CS,Conscientious-Steadiness,ENTP,109.0,28.0,3,1.0,2.0,3.0,3.0,1.0,2.0,2.0,,3.0,3.0,4.352941176470588,7.5,0
EMP100130,4.0,2025,Citra Rahmawati,328046,2,3,1,1,2,3,1,4,3,68,39,80,CD,Conscientious-Dominant,INTP,84.0,24.0,9,4.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,,4.0,5.157894736842105,7.5,0
EMP100131,3.0,2025,Ayunda Adi Hartanto,190746,1,1,4,5,4,1,3,3,3,58,51,47,DS,Dominant-Steadiness,ESTP,102.0,24.0,2,,2.0,3.0,2.0,3.0,,3.0,3.0,4.0,3.0,4.9,7.5,0
EMP100132,2.0,2025,Maya Ramadhan,378744,1,2,2,5,4,2,3,2,6,46,66,59,SI,Steadiness-Influencer,ISFP,118.0,33.0,8,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.315789473684211,7.5,0
EMP100133,3.0,2025,Rendra Handayani,851667,2,2,4,2,1,3,1,3,1,30,44,89,CI,Conscientious-Influencer,ENTP,104.0,39.0,4,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.722222222222222,7.5,0
EMP100134,3.0,2025,Rifqi Wijaya,526403,4,2,5,3,5,2,1,1,5,61,33,89,CS,Conscientious-Steadiness,INTJ,119.0,22.0,6,2.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,5.05,7.5,0
EMP100135,4.0,2025,Indra Wijaya Ridwan,738691,1,3,4,1,5,3,1,1,6,14,87,64,,Conscientious-Influencer,INFP,113.0,27.0,7,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.578947368421052,7.5,0
EMP100136,,2025,Maya Pradana,517117,3,2,2,2,2,1,1,1,6,76,45,53,ID,Influencer-Dominant,ESFJ,131.0,26.0,10,3.0,,4.0,4.0,3.0,3.0,2.0,2.0,,3.0,5.0,7.5,0
EMP100137,2.0,2025,Rizky Jatmiko Hasibuan,553122,1,2,1,5,4,2,1,1,1,124,73,32,DC,Dominant-Conscientious,ESFJ,125.0,16.0,10,,,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,5.333333333333333,7.5,0
EMP100138,4.0,2025,Rani Zulfikar,432483,2,1,3,4,1,2,3,4,5,42,29,27,IC,Influencer-Conscientious,ISFJ,,,9,4.0,5.0,3.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,4.157894736842105,7.5,0
EMP100139,3.0,2025,Nadia Herlambang,982093,1,2,4,4,2,3,3,2,3,78,47,90,IC,Influencer-Conscientious,ENTP,,,8,4.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,4.470588235294118,7.5,0
EMP100140,4.0,2025,Yuni Siregar,998756,4,2,6,3,2,1,1,4,6,54,92,73,DI,Dominant-Influencer,ISFP,,33.0,1,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,3.6842105263157894,7.5,0
EMP100141,4.0,2025,Fitri Utami,861763,4,3,6,2,1,3,3,3,1,67,91,28,DC,Dominant-Conscientious,ENFJ,124.0,29.0,8,1.0,1.0,2.0,1.0,1.0,2.0,,3.0,2.0,1.0,4.2,7.5,0
EMP100142,4.0,2025,Indra Putra,749034,1,3,4,4,1,3,1,1,5,64,98,64,ID,Influencer-Dominant,ESTP,,,1,4.0,3.0,3.0,,3.0,4.0,4.0,5.0,3.0,4.0,4.85,7.5,0
EMP100143,1.0,2025,Nadia Pramudita Wibowo,895607,1,3,2,5,3,3,2,2,3,22,38,93,IS,Influencer-Steadiness,ESFP,122.0,21.0,3,1.0,1.0,2.0,,,1.0,0.0,1.0,1.0,1.0,5.473684210526316,7.5,0
EMP100144,2.0,2025,Bella Nabila Purnama,423266,2,2,4,2,1,3,2,2,6,20,60,58,CI,Conscientious-Influencer,ENFP,,23.0,8,2.0,2.0,99.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,6.117647058823529,7.5,0
EMP100145,1.0,2025,Novi Purnama,148545,3,1,5,1,4,1,1,4,5,41,51,100,SC,Steadiness-Conscientious,INFP,107.0,31.0,9,1.0,,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,5.2,7.5,0
EMP100146,,2025,Maya Wijaya,249743,2,4,5,5,1,2,1,1,5,35,90,91,CS,Conscientious-Steadiness,INTP,120.0,21.0,9,5.0,,3.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,4.684210526315789,7.5,0
EMP100147,3.0,2025,Hana Ridwan,335078,4,3,6,2,5,1,2,2,6,7,67,49,IS,Influencer-Steadiness,ESFJ,,34.0,5,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,,5.222222222222222,7.5,0
EMP100148,1.0,2025,Galih Zulfikar Hasibuan,703594,2,1,1,5,4,1,1,4,2,100,43,77,IS,Influencer-Steadiness,INTP,120.0,34.0,2,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,5.578947368421052,7.5,0
EMP100149,4.0,2025,Teguh Saputra Hasibuan,512914,4,2,4,5,2,3,1,4,3,60,28,28,,Dominant-Conscientious,ESTJ,122.0,26.0,7,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.95,7.5,0
EMP100150,,2025,Hadi Hasibuan,207057,3,3,1,5,1,1,3,3,6,69,69,77,CS,Conscientious-Steadiness,ENFP,125.0,26.0,4,3.0,3.0,2.0,2.0,2.0,,2.0,3.0,4.0,,4.421052631578948,7.5,0
EMP100151,2.0,2025,Wahyu Permadi,332971,4,1,3,6,5,3,1,4,1,42,35,65,DI,Dominant-Influencer,INTP,123.0,15.0,10,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,5.35,7.5,0
EMP100152,4.0,2025,Satya Siregar,645559,3,4,2,2,5,3,3,2,5,59,33,67,IC,Influencer-Conscientious,,93.0,22.0,6,4.0,5.0,5.0,,3.0,5.0,3.0,5.0,3.0,4.0,4.611111111111111,7.5,0
EMP100153,2.0,2025,Arif Herlambang,692402,4,1,3,2,3,3,1,3,6,66,85,73,CI,Conscientious-Influencer,ENFJ,,31.0,9,2.0,2.0,2.0,2.0,,1.0,1.0,3.0,2.0,2.0,3.9473684210526314,7.5,0
EMP100154,2.0,2025,Kurnia Maulida,876199,1,2,2,1,1,2,2,4,4,39,86,42,ID,Influencer-Dominant,ESFP,117.0,26.0,10,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,5.294117647058823,7.5,0
EMP100155,2.0,2025,Citra Jatmiko Siregar,846042,1,3,3,4,3,3,1,4,2,74,73,57,CD,Conscientious-Dominant,ENTP,,,4,3.0,3.0,2.0,2.0,2.0,,2.0,2.0,1.0,1.0,4.684210526315789,7.5,0
EMP100156,4.0,2025,Yoga Anugrah Lestari,302014,2,1,4,3,2,3,1,4,1,66,51,58,SI,Steadiness-Influencer,ESFJ,80.0,29.0,7,4.0,5.0,4.0,3.0,,4.0,3.0,3.0,4.0,4.0,5.315789473684211,7.5,0
EMP100157,2.0,2025,Maya Zulfikar Purnama,229728,2,1,1,2,2,2,3,1,2,15,34,50,IC,Influencer-Conscientious,ISTJ,118.0,24.0,4,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,5.578947368421052,7.5,0
EMP100158,,2025,Lestari Syahputra,659507,3,1,4,3,5,1,3,2,6,20,33,64,SD,Steadiness-Dominant,INTJ,137.0,23.0,6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.166666666666667,7.5,0
EMP100159,,2025,Nabila Mahendra,773399,4,3,4,1,5,2,3,1,5,45,94,74,CI,Conscientious-Influencer,INFJ,,29.0,4,4.0,2.0,3.0,3.0,,3.0,,4.0,,3.0,5.3,7.5,0
EMP100160,3.0,2025,Nugroho Rachman Salsabila,260531,4,1,1,6,1,2,2,4,4,83,70,90,DC,Dominant-Conscientious,INTP,133.0,25.0,4,3.0,3.0,4.0,2.0,4.0,,4.0,3.0,4.0,3.0,4.4,7.5,0
EMP100161,1.0,2025,Wulan Saputra Pratama,937812,4,2,6,3,5,3,1,2,4,78,42,52,CD,Conscientious-Dominant,,113.0,20.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.473684210526316,7.5,0
EMP100162,1.0,2025,Eko Adi Permadi,635327,3,2,5,5,3,1,2,4,5,38,43,93,DI,Dominant-Influencer,ENTP,138.0,22.0,2,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,4.055555555555555,7.5,0
EMP100163,3.0,2025,Oktavia Pramudita Sinaga,411227,2,4,2,6,2,3,1,3,2,74,57,96,,Influencer-Conscientious,ESTP,137.0,28.0,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,6.4375,7.5,0
EMP100164,3.0,2025,Wahyu Iqbal Pratomo,906701,4,4,2,3,5,2,1,2,5,81,88,41,IS,Influencer-Steadiness,ENFJ,,34.0,9,2.0,3.0,2.0,4.0,4.0,3.0,,3.0,3.0,3.0,5.294117647058823,7.5,0
EMP100165,4.0,2025,Kurnia Nugroho,272376,4,4,6,1,5,1,3,3,6,18,48,39,CS,Conscientious-Steadiness,ENTP,123.0,29.0,5,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,5.368421052631579,7.5,0
EMP100166,2.0,2025,Wahyu Yulianto,212302,2,3,4,4,3,3,1,3,3,34,38,31,IC,Influencer-Conscientious,ISFP,,,10,2.0,2.0,2.0,3.0,1.0,2.0,,2.0,1.0,3.0,5.666666666666667,7.5,0
EMP100167,3.0,2025,Eko Zulfikar,595197,3,2,4,2,5,3,1,3,2,84,67,21,CD,Conscientious-Dominant,ESTP,119.0,24.0,1,4.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.8333333333333335,7.5,0
EMP100168,1.0,2025,Wahyu Rachman Utami,459611,1,2,3,2,4,1,3,2,3,77,33,65,CI,Conscientious-Influencer,ISTJ,114.0,34.0,1,,1.0,1.0,2.0,1.0,1.0,,1.0,2.0,1.0,4.764705882352941,7.5,0
EMP100169,,2025,Intan Permadi,292727,2,4,4,3,3,2,2,2,6,55,90,43,CS,Conscientious-Steadiness,ESFP,101.0,20.0,3,2.0,2.0,2.0,2.0,1.0,,1.0,2.0,2.0,2.0,4.368421052631579,7.5,0
EMP100170,3.0,2025,Dinda Wijaya Zulfikar,889308,4,4,1,4,1,3,1,1,5,103,55,95,CI,Conscientious-Influencer,INFJ,,,1,2.0,,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,5.368421052631579,7.5,0
EMP100171,2.0,2025,Nadia Yulianto,164530,1,1,2,3,5,3,3,3,2,44,91,66,IC,Influencer-Conscientious,ISFJ,136.0,22.0,4,3.0,1.0,,1.0,1.0,2.0,3.0,3.0,2.0,3.0,5.277777777777778,7.5,0
EMP100172,4.0,2025,Dinda Ridwan,746866,3,4,6,3,2,1,3,3,6,15,77,34,CI,Conscientious-Influencer,ENTP,115.0,22.0,10,4.0,3.0,4.0,,4.0,4.0,4.0,4.0,4.0,3.0,5.9,7.5,0
EMP100173,3.0,2025,Ahmad Wijaya,181237,4,3,6,6,5,2,3,3,1,81,75,42,ID,Influencer-Dominant,INTP,,27.0,2,3.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,4.842105263157895,7.5,0
EMP100174,,2025,Ayunda Nabila Ramadhan,137718,3,4,5,4,3,2,2,3,5,74,70,77,IC,Influencer-Conscientious,ESFJ,,,4,2.0,3.0,3.0,4.0,2.0,3.0,,2.0,3.0,3.0,5.444444444444445,7.5,0
EMP100175,3.0,2025,Budi Hasibuan,757262,1,2,2,5,4,1,1,4,6,28,30,89,IC,Influencer-Conscientious,ESFJ,133.0,25.0,3,3.0,3.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,4.944444444444445,7.5,0
EMP100176,3.0,2025,Fajar Firmansyah,952140,3,3,6,3,3,1,1,1,4,10,54,47,SD,Steadiness-Dominant,ENTP,134.0,38.0,6,2.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,4.277777777777778,7.5,0
EMP100177,,2025,Rama Mahardika Wijaya,228799,2,1,5,6,4,1,3,3,4,19,57,28,DI,Dominant-Influencer,INTJ,86.0,28.0,3,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.2631578947368425,7.5,0
EMP100178,4.0,2025,Nurlita Siregar,371453,3,3,4,1,2,3,1,2,3,56,73,63,DI,Dominant-Influencer,ESFJ,106.0,27.0,2,4.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,5.2631578947368425,7.5,0
EMP100179,3.0,2025,Andi Santoso,255408,2,1,5,4,5,2,3,3,3,41,57,94,SD,Steadiness-Dominant,ESTJ,,,2,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.7,7.5,0
EMP100180,3.0,2025,Evi Kurniawan,281925,2,1,1,1,1,2,1,4,4,44,97,58,CS,Conscientious-Steadiness,INTJ,101.0,42.0,10,4.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.777777777777778,7.5,0
EMP100181,3.0,2025,Dewi Mahardika Salsabila,564954,1,2,4,4,5,1,1,4,3,63,57,82,DC,Dominant-Conscientious,ESFJ,,,8,3.0,3.0,3.0,4.0,3.0,3.0,,3.0,4.0,4.0,5.368421052631579,7.5,0
EMP100182,2.0,2025,Joko Kusuma Maulana,980488,3,3,4,4,5,3,1,2,6,49,27,67,CD,Conscientious-Dominant,ENTP,,,6,,2.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,5.470588235294118,7.5,0
EMP100183,3.0,2025,Valdo Herlambang,212000,1,1,2,4,5,2,3,4,6,16,29,87,CI,Conscientious-Influencer,INTP,,,3,4.0,2.0,3.0,3.0,2.0,,,3.0,3.0,,4.888888888888889,7.5,0
EMP100184,2.0,2025,Rizka Pamungkas,270387,4,3,3,1,5,2,3,3,2,62,26,44,CS,Conscientious-Steadiness,ENTJ,113.0,26.0,3,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,6.0625,7.5,0
EMP100185,1.0,2025,Yuni Anugrah Subekti,360441,3,1,6,2,4,2,2,3,1,59,31,68,SD,Steadiness-Dominant,INFJ,,28.0,3,1.0,2.0,1.0,0.0,,2.0,1.0,1.0,1.0,2.0,5.894736842105263,7.5,0
EMP100186,5.0,2025,Rizki Halim,489939,3,4,3,5,3,3,2,2,6,59,34,44,CI,Conscientious-Influencer,ENTP,128.0,37.0,9,,4.0,5.0,,5.0,4.0,5.0,5.0,5.0,,5.055555555555555,7.5,1
EMP100187,2.0,2025,Ayu Tamba,561710,2,4,6,6,5,2,1,2,1,39,72,88,CD,Conscientious-Dominant,ENFP,88.0,23.0,7,2.0,1.0,,2.0,2.0,2.0,3.0,2.0,2.0,3.0,5.473684210526316,7.5,0
EMP100188,4.0,2025,Novi Pramudita Syahputra,711579,3,3,1,1,4,3,3,3,1,7,90,92,DI,Dominant-Influencer,INFP,92.0,26.0,4,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,5.277777777777778,7.5,0
EMP100189,2.0,2025,Andi Ganesha Hartanto,355817,3,3,1,3,2,2,3,4,6,78,22,30,CI,Conscientious-Influencer,ENFJ,129.0,25.0,2,2.0,2.0,2.0,3.0,3.0,1.0,,2.0,3.0,2.0,4.5,7.5,0
EMP100190,4.0,2025,Kartika Santoso,820251,2,1,5,6,3,3,1,3,6,45,88,99,ID,Influencer-Dominant,INFP,112.0,19.0,5,4.0,4.0,3.0,3.0,4.0,6.0,3.0,4.0,3.0,4.0,5.1875,7.5,0
EMP100191,1.0,2025,Cahyo Wijaya,731090,3,1,5,1,4,1,1,2,4,61,45,44,SC,Steadiness-Conscientious,ENFJ,138.0,18.0,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.277777777777778,7.5,0
EMP100192,,2025,Yoga Handayani,437723,3,1,5,2,5,3,2,3,6,86,70,35,SI,Steadiness-Influencer,INTP,111.0,34.0,2,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,,3.0,6.15,7.5,0
EMP100193,3.0,2025,Kurnia Anugrah Kurniawan,263702,4,2,5,2,1,1,1,4,1,38,26,39,DI,Dominant-Influencer,INFJ,134.0,30.0,10,3.0,3.0,3.0,4.0,,,3.0,3.0,3.0,4.0,4.888888888888889,7.5,0
EMP100194,4.0,2025,Arif Hasibuan,345752,3,2,1,3,1,1,2,1,2,41,58,59,CD,Conscientious-Dominant,ISFP,109.0,34.0,9,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.294117647058823,7.5,0
EMP100195,3.0,2025,Fitri Purnama,395742,3,3,3,6,1,1,2,4,3,29,72,27,IC,Influencer-Conscientious,ENFJ,124.0,31.0,8,3.0,,3.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,5.157894736842105,7.5,0
EMP100196,3.0,2025,Kurnia Situmorang,229790,3,3,2,4,4,1,3,4,3,34,98,73,DS,Dominant-Steadiness,ISFJ,,,3,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,5.111111111111111,7.5,0
EMP100197,3.0,2025,Fitri Santoso,895048,1,4,4,5,4,1,3,1,3,15,51,52,CI,Conscientious-Influencer,INFJ,83.0,27.0,1,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,2.0,4.65,7.5,0
EMP100198,,2025,Citra Baskara Suharto,693575,2,4,1,2,1,3,2,1,4,66,20,30,SD,Steadiness-Dominant,ESTJ,87.0,20.0,9,5.0,,5.0,5.0,4.0,5.0,4.0,4.0,5.0,99.0,5.0,7.5,0
EMP100199,4.0,2025,Valdo Zulfikar Halim,571816,1,3,1,5,2,3,2,3,4,70,99,23,CI,Conscientious-Influencer,,97.0,24.0,9,4.0,3.0,5.0,4.0,4.0,4.0,4.0,,3.0,4.0,5.882352941176471,7.5,0
