employee_id,fullname,rating,iq,gtq,growth_drive_and_resilience,curiosity_and_experimentation,insight_and_decision_sharpness,quality_delivery_discipline,synergy_and_team_orientation
EMP101182,Valdo Zulfikar Santoso,3.0,115.0,29.0,3.0,3.0,4.0,3.0,4.0
EMP101183,Gita Adi Wibowo,3.0,118.0,36.0,3.0,3.0,3.0,2.0,3.0
EMP101184,Mahendra Dharma Yulianto,3.0,122.0,37.0,3.0,,3.0,,4.0
EMP101185,Wahyu Utami,,115.0,31.0,4.0,4.0,3.0,5.0,5.0
EMP101186,Citra Halim Wijaya,4.0,110.0,20.0,4.0,4.0,4.0,,4.0
EMP101187,Prasetyo Ananda,2.0,110.0,33.0,2.0,2.0,2.0,2.0,2.0
EMP101188,Julia Utami,4.0,,,4.0,3.0,4.0,5.0,4.0
EMP101189,Prasetyo Pradana,2.0,134.0,31.0,,1.0,3.0,1.0,2.0
EMP101190,Kurnia Dharma Kurniawan,3.0,87.0,35.0,3.0,3.0,2.0,2.0,4.0
EMP101191,Wulan Nugroho,3.0,140.0,25.0,2.0,3.0,3.0,3.0,2.0
EMP101192,Galih Aji Permadi,3.0,114.0,26.0,2.0,3.0,2.0,3.0,3.0
EMP101193,Dwi Utama Handayani,1.0,103.0,31.0,1.0,1.0,1.0,2.0,1.0
EMP101194,Prasetyo Candra Subekti,3.0,105.0,30.0,3.0,3.0,3.0,2.0,3.0
EMP101195,Hana Aji Setiawan,4.0,,,5.0,,5.0,4.0,5.0
EMP101196,Satya Firmansyah,,90.0,37.0,5.0,5.0,5.0,5.0,
EMP101197,Cahyo Pamungkas,4.0,89.0,25.0,4.0,4.0,3.0,4.0,4.0
EMP101198,Nadia Pratomo,2.0,82.0,30.0,2.0,2.0,1.0,3.0,1.0
EMP101199,Umar Rachman Hidayat,3.0,109.0,30.0,3.0,3.0,4.0,4.0,3.0
EMP101200,Anisa Ridwan,3.0,119.0,35.0,3.0,3.0,3.0,3.0,4.0
EMP101201,Valdo Sinaga,3.0,120.0,32.0,3.0,,3.0,2.0,3.0
EMP101202,Valdo Utami,,,,3.0,3.0,3.0,2.0,3.0
EMP101203,Dwi Lestari,5.0,88.0,30.0,5.0,5.0,5.0,5.0,5.0
EMP101204,Kartika Nugroho,2.0,,,3.0,1.0,2.0,1.0,2.0
EMP101205,Nurlita Qolbi Tamba,3.0,,,3.0,3.0,,3.0,3.0
EMP101206,Utami Siregar,3.0,,,2.0,4.0,3.0,,3.0
EMP101207,Adi Salsabila,4.0,130.0,33.0,4.0,4.0,,4.0,4.0
EMP101208,Dimas Siregar,3.0,,27.0,2.0,4.0,3.0,3.0,3.0
EMP101209,Zaki Indrawan,2.0,127.0,26.0,2.0,3.0,1.0,2.0,2.0
EMP101210,Luthfi Lestari Rahmawati,4.0,103.0,25.0,5.0,4.0,4.0,,4.0
EMP101211,Valdo Ananda,2.0,137.0,27.0,2.0,2.0,2.0,2.0,2.0
EMP101212,Galih Suharto,2.0,136.0,39.0,2.0,1.0,2.0,3.0,
EMP101213,Bayu Erlangga Hidayat,2.0,110.0,28.0,2.0,2.0,1.0,1.0,3.0
EMP101214,Intan Ridwan,,107.0,19.0,3.0,4.0,4.0,5.0,4.0
EMP101215,Ayu Kusuma,3.0,102.0,24.0,3.0,3.0,4.0,3.0,2.0
EMP101216,Galih Candra Ridwan,1.0,111.0,30.0,2.0,1.0,1.0,,1.0
EMP101217,Luthfi Lestari Kusuma,1.0,104.0,26.0,,2.0,2.0,,1.0
EMP101218,Dian Gunawan,2.0,104.0,27.0,2.0,1.0,2.0,3.0,1.0
EMP101219,Dinda Lestari Setiawan,3.0,139.0,31.0,3.0,3.0,2.0,3.0,3.0
EMP101220,Hadi Pramudita Saputra,1.0,,22.0,1.0,1.0,1.0,1.0,1.0
EMP101221,Bayu Adi Handayani,3.0,104.0,31.0,3.0,4.0,3.0,4.0,3.0
EMP101222,Sari Rahmawati,3.0,100.0,21.0,2.0,3.0,3.0,4.0,3.0
EMP101223,Dimas Situmorang,4.0,131.0,28.0,3.0,4.0,3.0,5.0,5.0
EMP101224,Rizka Indrawan,3.0,106.0,25.0,2.0,4.0,3.0,2.0,3.0
EMP101225,Zahra Hidayat,5.0,97.0,27.0,5.0,4.0,,5.0,4.0
EMP101226,Yoga Erlangga Mahendra,5.0,121.0,34.0,5.0,5.0,5.0,5.0,5.0
EMP101227,Fitri Dharma Ramadhan,3.0,,20.0,3.0,4.0,3.0,3.0,3.0
EMP101228,Satya Qolbi Anggara,3.0,,33.0,3.0,3.0,3.0,3.0,3.0
EMP101229,Ayu Putra,1.0,125.0,34.0,1.0,1.0,2.0,,1.0
EMP101230,Luthfi Handayani,3.0,136.0,25.0,3.0,4.0,4.0,3.0,3.0
EMP101231,Sari Tri Wibowo,3.0,89.0,26.0,,3.0,3.0,,4.0
EMP101232,Adi Rohman,4.0,94.0,25.0,4.0,3.0,3.0,4.0,4.0
EMP101233,Kurnia Tri Pratomo,3.0,,,4.0,2.0,3.0,4.0,3.0
EMP101234,Luthfi Ananda,5.0,125.0,42.0,5.0,,5.0,5.0,
EMP101235,Cahyo Ganesha Situmorang,,,,2.0,3.0,3.0,3.0,2.0
EMP101236,Novi Baskara Fauziah,2.0,116.0,36.0,1.0,3.0,3.0,1.0,1.0
EMP101237,Zahra Ridwan,5.0,85.0,31.0,4.0,4.0,4.0,5.0,4.0
EMP101238,Rani Yulianto,3.0,,,,4.0,3.0,3.0,3.0
EMP101239,Bella Qolbi Simanjuntak,3.0,114.0,28.0,3.0,,3.0,3.0,3.0
EMP101240,Rifqi Nabila Nugroho,,96.0,34.0,1.0,2.0,2.0,3.0,2.0
EMP101241,Mahendra Wijaya,4.0,83.0,23.0,,5.0,4.0,4.0,4.0
EMP101242,Sari Saputra Tamba,4.0,139.0,31.0,4.0,4.0,3.0,5.0,4.0
EMP101243,Nugroho Setiawan,2.0,,,2.0,2.0,2.0,2.0,1.0
EMP101244,Evi Indrawan,,81.0,31.0,2.0,3.0,3.0,2.0,1.0
EMP101245,Fitri Salsabila,2.0,,16.0,2.0,3.0,2.0,2.0,2.0
EMP101246,Joko Pradana,4.0,133.0,36.0,5.0,4.0,4.0,4.0,4.0
EMP101247,Iman Syahputra,2.0,81.0,32.0,2.0,3.0,2.0,3.0,2.0
EMP101248,Cahyo Lestari,5.0,115.0,25.0,5.0,4.0,5.0,5.0,5.0
EMP101249,Nurlita Erlangga Maulida,3.0,125.0,21.0,3.0,,3.0,3.0,3.0
EMP101250,Iman Wijaya,5.0,116.0,27.0,,4.0,5.0,,5.0
EMP101251,Adit Pratama,3.0,,21.0,4.0,4.0,4.0,,2.0
EMP101252,Vania Ginting,,81.0,23.0,3.0,,3.0,2.0,3.0
EMP101253,Maya Baskara Ananda,4.0,137.0,23.0,3.0,4.0,4.0,3.0,3.0
EMP101254,Luthfi Qolbi Sinaga,1.0,99.0,28.0,1.0,1.0,,2.0,1.0
EMP101255,Gita Handayani,4.0,,,4.0,,4.0,4.0,4.0
EMP101256,Ayu Pratama,5.0,,,5.0,,5.0,4.0,4.0
EMP101257,Rifqi Erlangga Pradana,2.0,127.0,28.0,2.0,2.0,1.0,2.0,
EMP101258,Cahyo Utami,4.0,81.0,34.0,4.0,3.0,4.0,,4.0
EMP101259,Rafa Qolbi Indrawan,3.0,130.0,22.0,,3.0,3.0,3.0,4.0
EMP101260,Satya Lestari,4.0,,,3.0,3.0,4.0,4.0,3.0
EMP101261,Bayu Rachman Pratomo,,,28.0,4.0,4.0,3.0,4.0,3.0
EMP101262,Ari Baskara Yulianto,3.0,,,99.0,3.0,4.0,3.0,2.0
EMP101263,Intan Purnama,4.0,,,3.0,4.0,4.0,3.0,4.0
EMP101264,Luthfi Pramudita Simanjuntak,2.0,95.0,22.0,2.0,1.0,1.0,2.0,1.0
EMP101265,Umar Utami,3.0,,24.0,4.0,3.0,2.0,3.0,
EMP101266,Joko Zulfikar Ginting,3.0,95.0,31.0,3.0,4.0,3.0,3.0,3.0
EMP101267,Rani Herlambang,5.0,98.0,27.0,5.0,5.0,4.0,5.0,4.0
EMP101268,Rani Lestari,4.0,,,4.0,3.0,4.0,3.0,
EMP101269,Rizky Jatmiko Herlambang,2.0,109.0,21.0,2.0,2.0,2.0,2.0,2.0
EMP101270,Novi Permadi,3.0,109.0,29.0,3.0,3.0,3.0,,4.0
EMP101271,Nabila Adi Ananda,2.0,137.0,33.0,2.0,1.0,3.0,1.0,3.0
EMP101272,Utami Baskara Lukman,4.0,132.0,36.0,5.0,4.0,5.0,4.0,5.0
EMP101273,Bella Fadillah Fauziah,2.0,,22.0,2.0,2.0,1.0,2.0,2.0
EMP101274,Maya Nabila Ridwan,4.0,122.0,28.0,5.0,4.0,4.0,4.0,
EMP101275,Wulan Mahardika Salsabila,3.0,125.0,11.0,3.0,3.0,3.0,2.0,
EMP101276,Dinda Saputra,4.0,107.0,31.0,,4.0,5.0,5.0,
EMP101277,Utami Fauziah,2.0,,,2.0,3.0,1.0,2.0,2.0
EMP101278,Bella Maulana,,107.0,23.0,5.0,4.0,5.0,5.0,
EMP101279,Fajar Utami,3.0,,,3.0,3.0,3.0,3.0,3.0
EMP101280,Arif Saputra Handayani,2.0,137.0,35.0,3.0,3.0,2.0,3.0,2.0
EMP101281,Wahyu Ramadhan,4.0,126.0,30.0,5.0,4.0,4.0,3.0,4.0
EMP101282,Bella Lestari Herlambang,3.0,,,3.0,4.0,3.0,3.0,2.0
EMP101283,Ayu Yulianto,,133.0,14.0,4.0,5.0,4.0,5.0,5.0
EMP101284,Nadia Mahardika Purnama,,100.0,27.0,1.0,1.0,1.0,1.0,1.0
EMP101285,Prasetyo Yudhistira Lukman,2.0,104.0,13.0,,2.0,2.0,1.0,2.0
EMP101286,Zaki Adi Permadi,5.0,110.0,29.0,5.0,5.0,5.0,5.0,4.0
EMP101287,Fajar Putra,3.0,,30.0,3.0,3.0,3.0,4.0,4.0
EMP101288,Kurnia Zulfikar Maulida,4.0,92.0,35.0,3.0,6.0,5.0,4.0,4.0
EMP101289,Evi Ramadhan,3.0,136.0,31.0,3.0,2.0,3.0,3.0,2.0
EMP101290,Dinda Maulana,3.0,80.0,20.0,4.0,3.0,6.0,3.0,3.0
EMP101291,Prasetyo Dharma Utami,4.0,107.0,24.0,5.0,5.0,4.0,5.0,
EMP101292,Maya Permadi,4.0,,,5.0,5.0,4.0,4.0,4.0
EMP101293,Citra Suharto,5.0,120.0,28.0,5.0,5.0,5.0,5.0,4.0
EMP101294,Nugroho Rahmawati,,105.0,24.0,4.0,5.0,3.0,4.0,
EMP101295,Hana Dharma Handayani,4.0,86.0,23.0,,,,3.0,5.0
EMP101296,Umar Tamba,3.0,98.0,16.0,,3.0,4.0,4.0,4.0
EMP101297,Teguh Siregar,1.0,108.0,29.0,1.0,1.0,1.0,2.0,1.0
EMP101298,Nurlita Halim,4.0,81.0,31.0,4.0,5.0,4.0,4.0,4.0
EMP101299,Vania Candra Nugroho,2.0,114.0,22.0,1.0,2.0,1.0,,1.0
EMP101300,Eko Kurniawan,3.0,110.0,32.0,3.0,4.0,4.0,3.0,4.0
EMP101301,Fajar Erlangga Maulana,,132.0,28.0,3.0,2.0,3.0,3.0,
EMP101302,Hana Anugrah Subekti,,123.0,23.0,3.0,3.0,5.0,4.0,4.0
EMP101303,Kurnia Hartanto,2.0,83.0,33.0,2.0,3.0,2.0,2.0,
EMP101304,Iman Firmansyah,3.0,,,2.0,3.0,,3.0,3.0
EMP101305,Gita Wijaya Fauziah,4.0,89.0,40.0,3.0,4.0,4.0,5.0,5.0
EMP101306,Dwi Zulfikar,3.0,129.0,35.0,3.0,3.0,,3.0,2.0
EMP101307,Iman Situmorang,3.0,124.0,36.0,3.0,,3.0,3.0,3.0
EMP101308,Prasetyo Saputra,3.0,89.0,29.0,3.0,4.0,3.0,3.0,3.0
EMP101309,Rizka Hidayat,4.0,,,4.0,3.0,4.0,4.0,3.0
EMP101310,Rizka Yudhistira Sinaga,3.0,116.0,25.0,2.0,3.0,4.0,,4.0
EMP101311,Teguh Wibowo,3.0,,24.0,3.0,,4.0,3.0,2.0
EMP101312,Budi Syahputra,3.0,100.0,34.0,3.0,3.0,3.0,3.0,2.0
EMP101313,Indra Mahardika Putra,2.0,,,2.0,2.0,3.0,2.0,1.0
EMP101314,Umar Wijaya Salsabila,2.0,90.0,32.0,1.0,2.0,1.0,2.0,2.0
EMP101315,Dwi Wibowo,3.0,,,3.0,2.0,,3.0,3.0
EMP101316,Nugroho Kusuma Hasibuan,2.0,94.0,36.0,2.0,2.0,2.0,2.0,1.0
EMP101317,Nadia Qolbi Utami,3.0,140.0,29.0,3.0,4.0,3.0,2.0,2.0
EMP101318,Nurlita Zulfikar Sinaga,3.0,85.0,26.0,3.0,3.0,3.0,3.0,2.0
EMP101319,Budi Anugrah Syahputra,3.0,133.0,29.0,3.0,3.0,3.0,3.0,2.0
EMP101320,Fajar Tamba,5.0,81.0,33.0,5.0,5.0,5.0,5.0,5.0
EMP101321,Ari Wijaya,,,,3.0,2.0,3.0,4.0,2.0
EMP101322,Mahendra Sinaga,4.0,125.0,31.0,3.0,4.0,4.0,4.0,
EMP101323,Rendra Hartanto,3.0,131.0,29.0,2.0,3.0,2.0,3.0,
EMP101324,Teguh Lestari Saputra,3.0,,22.0,3.0,3.0,3.0,3.0,2.0
EMP101325,Gita Tri Siregar,3.0,81.0,29.0,3.0,2.0,4.0,,3.0
EMP101326,Satya Wibowo,1.0,100.0,32.0,1.0,1.0,1.0,1.0,1.0
EMP101327,Rizka Suharto,4.0,129.0,25.0,4.0,,4.0,3.0,3.0
EMP101328,Maya Candra Maulana,4.0,98.0,17.0,4.0,5.0,5.0,4.0,5.0
EMP101329,Galih Kusuma Ridwan,2.0,,,2.0,2.0,1.0,2.0,
EMP101330,Rizki Nugroho,4.0,105.0,23.0,4.0,3.0,3.0,3.0,4.0
EMP101331,Zahra Setiawan,4.0,130.0,24.0,4.0,4.0,4.0,5.0,5.0
EMP101332,Wahyu Sinaga,1.0,87.0,30.0,1.0,1.0,1.0,1.0,1.0
EMP101333,Oka Gunawan,4.0,89.0,28.0,4.0,4.0,4.0,4.0,3.0
EMP101334,Yuni Hartanto,4.0,87.0,36.0,4.0,4.0,3.0,,4.0
EMP101335,Tania Kusuma,4.0,88.0,31.0,3.0,5.0,3.0,4.0,4.0
EMP101336,Rama Lestari Handayani,2.0,127.0,25.0,1.0,3.0,2.0,2.0,2.0
EMP101337,Lestari Jatmiko Situmorang,,,40.0,5.0,5.0,4.0,5.0,5.0
EMP101338,Oktavia Yulianto,3.0,85.0,33.0,3.0,3.0,2.0,2.0,3.0
EMP101339,Ayu Subekti,1.0,80.0,22.0,2.0,1.0,1.0,2.0,1.0
EMP101340,Ayunda Permadi,3.0,109.0,26.0,,4.0,4.0,3.0,3.0
EMP101341,Joko Putra,2.0,109.0,30.0,3.0,1.0,2.0,3.0,1.0
EMP101342,Arif Pradana,3.0,91.0,34.0,,3.0,2.0,,3.0
EMP101343,Anisa Anugrah Saputra,5.0,101.0,36.0,5.0,5.0,5.0,4.0,5.0
EMP101344,Ayunda Anugrah Rahmawati,4.0,89.0,34.0,4.0,5.0,4.0,3.0,4.0
EMP101345,Nadia Pramudita Gunawan,,120.0,26.0,4.0,4.0,4.0,,4.0
EMP101346,Luthfi Tri Subekti,3.0,107.0,32.0,3.0,3.0,4.0,3.0,3.0
EMP101347,Utami Adi Handayani,5.0,85.0,32.0,4.0,5.0,4.0,5.0,4.0
EMP101348,Rendra Yudhistira Pradana,4.0,,,4.0,4.0,4.0,3.0,5.0
EMP101349,Novi Kusuma,3.0,132.0,23.0,3.0,4.0,4.0,2.0,4.0
EMP101350,Bella Dharma Maulida,5.0,81.0,21.0,4.0,5.0,5.0,5.0,4.0
EMP101351,Dwi Tamba,4.0,94.0,21.0,4.0,4.0,4.0,5.0,5.0
EMP101352,Dian Sinaga,1.0,120.0,21.0,1.0,1.0,1.0,1.0,1.0
EMP101353,Prasetyo Halim,4.0,108.0,29.0,4.0,4.0,4.0,5.0,4.0
EMP101354,Wulan Aji Rohman,3.0,,36.0,,3.0,2.0,3.0,3.0
EMP101355,Utami Halim,1.0,109.0,21.0,1.0,1.0,1.0,1.0,1.0
EMP101356,Yuni Ramadhan,4.0,140.0,41.0,4.0,4.0,3.0,4.0,4.0
EMP101357,Bayu Zulfikar Hasibuan,,97.0,16.0,2.0,4.0,4.0,3.0,4.0
EMP101358,Kurnia Maulana,4.0,108.0,27.0,,3.0,3.0,5.0,
EMP101359,Fajar Iqbal Simanjuntak,4.0,95.0,29.0,3.0,4.0,4.0,4.0,4.0
EMP101360,Fitri Iqbal Lukman,,124.0,18.0,2.0,2.0,3.0,1.0,2.0
EMP101361,Adi Pratama,1.0,93.0,29.0,1.0,1.0,1.0,,1.0
EMP101362,Valdo Kusuma,5.0,97.0,22.0,5.0,5.0,4.0,5.0,4.0
EMP101363,Rafa Gunawan,3.0,133.0,43.0,2.0,3.0,3.0,3.0,3.0
EMP101364,Rizky Baskara Handayani,3.0,,,3.0,2.0,,4.0,3.0
EMP101365,Teguh Setiawan,4.0,,16.0,,5.0,5.0,4.0,4.0
EMP101366,Rani Firmansyah,2.0,117.0,19.0,3.0,3.0,,2.0,3.0
EMP101367,Ahmad Nugroho,5.0,,43.0,,5.0,5.0,5.0,
EMP101368,Julia Herlambang,3.0,104.0,32.0,3.0,2.0,3.0,2.0,3.0
EMP101369,Dimas Yudhistira Pratomo,4.0,90.0,25.0,5.0,5.0,4.0,5.0,4.0
EMP101370,Iman Rachman Simanjuntak,3.0,128.0,35.0,3.0,2.0,3.0,4.0,
EMP101371,Anisa Kurniawan,4.0,,29.0,5.0,,4.0,4.0,3.0
EMP101372,Adit Gunawan,4.0,134.0,17.0,5.0,,4.0,4.0,4.0
EMP101373,Hana Aji Sinaga,3.0,81.0,35.0,3.0,2.0,3.0,3.0,3.0
EMP101374,Anisa Qolbi Kurniawan,2.0,118.0,31.0,2.0,2.0,2.0,2.0,2.0
EMP101375,Lestari Salsabila,4.0,,33.0,4.0,5.0,4.0,5.0,4.0
EMP101376,Iman Tamba,3.0,128.0,35.0,3.0,3.0,2.0,,2.0
EMP101377,Dwi Utama Fauziah,2.0,90.0,28.0,2.0,2.0,3.0,2.0,2.0
EMP101378,Joko Dharma Utami,,137.0,25.0,,4.0,4.0,4.0,3.0
EMP101379,Oka Pamungkas,5.0,89.0,29.0,5.0,5.0,5.0,5.0,5.0
EMP101380,Teguh Utama Pratomo,4.0,108.0,28.0,5.0,4.0,4.0,4.0,
EMP101381,Kurnia Ridwan,4.0,110.0,38.0,,4.0,4.0,,4.0
EMP101382,Citra Zulfikar Siregar,4.0,112.0,37.0,,4.0,3.0,,4.0
EMP101383,Rizky Ramadhan,,133.0,30.0,4.0,4.0,3.0,3.0,4.0
EMP101384,Indra Ginting,3.0,112.0,32.0,3.0,3.0,3.0,3.0,3.0
EMP101385,Dian Yudhistira Lestari,3.0,,,3.0,3.0,3.0,2.0,3.0
EMP101386,Rama Maulida,,122.0,12.0,2.0,2.0,2.0,2.0,2.0
EMP101387,Zahra Wibowo,3.0,112.0,24.0,3.0,2.0,2.0,2.0,3.0
EMP101388,Ayunda Tri Hidayat,3.0,116.0,20.0,3.0,2.0,3.0,3.0,3.0
EMP101389,Rizka Erlangga Siregar,2.0,91.0,30.0,1.0,2.0,1.0,0.0,2.0
EMP101390,Wahyu Pramudita Gunawan,3.0,138.0,26.0,3.0,2.0,3.0,4.0,
EMP101391,Dewi Fauziah,3.0,,,3.0,3.0,3.0,3.0,2.0
EMP101392,Yoga Siregar,2.0,121.0,25.0,2.0,2.0,2.0,1.0,2.0
EMP101393,Evi Jatmiko Halim,4.0,91.0,21.0,4.0,4.0,4.0,4.0,
EMP101394,Ari Utami,3.0,,,3.0,3.0,4.0,2.0,3.0
EMP101395,Nabila Saputra Setiawan,4.0,,,3.0,4.0,3.0,5.0,3.0
EMP101396,Gita Ginting,5.0,105.0,22.0,4.0,5.0,4.0,5.0,5.0
EMP101397,Gita Wijaya Setiawan,3.0,103.0,13.0,2.0,3.0,2.0,3.0,3.0
EMP101398,Umar Kusuma,4.0,100.0,33.0,3.0,5.0,5.0,4.0,4.0
EMP101399,Utami Rohman,3.0,117.0,28.0,3.0,4.0,,3.0,2.0
EMP101400,Rendra Rachman Wijaya,4.0,106.0,34.0,4.0,3.0,4.0,,3.0
EMP101401,Evi Situmorang,2.0,138.0,27.0,2.0,1.0,3.0,,1.0
EMP101402,Wulan Dharma Nugroho,3.0,129.0,37.0,,3.0,2.0,2.0,4.0
EMP101403,Oktavia Jatmiko Utami,4.0,122.0,31.0,3.0,4.0,4.0,3.0,4.0
EMP101404,Rizky Salsabila,,104.0,31.0,4.0,4.0,3.0,3.0,3.0
EMP101405,Putri Purnama,0.0,124.0,18.0,2.0,2.0,1.0,2.0,2.0
EMP101406,Ahmad Zulfikar Rohman,3.0,117.0,25.0,2.0,4.0,3.0,2.0,3.0
EMP101407,Zahra Jatmiko Hartanto,3.0,136.0,18.0,3.0,3.0,2.0,3.0,3.0
EMP101408,Vania Aji Ginting,3.0,102.0,18.0,,3.0,4.0,3.0,2.0
EMP101409,Rendra Utama Handayani,3.0,103.0,26.0,4.0,4.0,4.0,3.0,2.0
EMP101410,Andi Ganesha Handayani,3.0,91.0,33.0,3.0,3.0,3.0,3.0,3.0
EMP101411,Dwi Firmansyah,3.0,,30.0,3.0,3.0,3.0,3.0,3.0
EMP101412,Mahendra Kurniawan,3.0,,19.0,3.0,3.0,3.0,3.0,3.0
EMP101413,Nugroho Fadillah Rahmawati,4.0,104.0,29.0,3.0,4.0,4.0,4.0,3.0
EMP101414,Rafa Lestari,3.0,127.0,19.0,4.0,3.0,2.0,3.0,3.0
EMP101415,Hadi Adi Anggara,4.0,96.0,21.0,4.0,4.0,,4.0,3.0
EMP101416,Prasetyo Tri Halim,2.0,,,2.0,1.0,2.0,3.0,2.0
EMP101417,Arif Halim,2.0,127.0,29.0,2.0,1.0,,2.0,
EMP101418,Kartika Kurniawan,2.0,105.0,36.0,2.0,3.0,1.0,1.0,2.0
EMP101419,Bella Siregar,3.0,87.0,36.0,4.0,4.0,3.0,4.0,3.0
EMP101420,Cahyo Rachman Indrawan,4.0,95.0,30.0,3.0,3.0,3.0,4.0,3.0
EMP101421,Galih Santoso,4.0,119.0,22.0,2.0,3.0,,1.0,2.0
EMP101422,Hana Pratomo,2.0,120.0,27.0,2.0,,3.0,1.0,2.0
EMP101423,Galih Gunawan,3.0,111.0,33.0,,2.0,3.0,3.0,3.0
EMP101424,Yoga Aji Hidayat,3.0,,32.0,3.0,2.0,4.0,3.0,4.0
EMP101425,Wahyu Aji Situmorang,2.0,,,2.0,3.0,3.0,2.0,2.0
EMP101426,Utami Yulianto,3.0,107.0,32.0,3.0,2.0,3.0,4.0,3.0
EMP101427,Arif Pratama,4.0,,,3.0,,,4.0,
EMP101428,Umar Wibowo,5.0,,30.0,5.0,5.0,4.0,5.0,99.0
EMP101429,Yoga Erlangga Hidayat,3.0,80.0,33.0,4.0,3.0,3.0,3.0,3.0
EMP101430,Iman Fauziah,2.0,139.0,29.0,2.0,3.0,2.0,,2.0
EMP101431,Valdo Rahmawati,4.0,,,,4.0,3.0,4.0,4.0
EMP101432,Lestari Hasibuan,3.0,,,4.0,3.0,3.0,3.0,3.0
EMP101433,Anisa Zulfikar Rohman,4.0,124.0,29.0,2.0,1.0,2.0,1.0,3.0
EMP101434,Vania Rachman Gunawan,3.0,,,,3.0,,3.0,2.0
EMP101435,Bayu Anggara,2.0,,,2.0,2.0,2.0,3.0,3.0
EMP101436,Nabila Hartanto,4.0,80.0,25.0,4.0,3.0,5.0,,5.0
EMP101437,Kurnia Zulfikar Indrawan,4.0,125.0,35.0,4.0,4.0,5.0,3.0,5.0
EMP101438,Kurnia Fauziah,2.0,140.0,27.0,3.0,1.0,1.0,2.0,2.0
EMP101439,Oka Anugrah Hidayat,5.0,123.0,25.0,4.0,2.0,3.0,,3.0
EMP101440,Ari Lestari Fauziah,4.0,119.0,24.0,4.0,5.0,4.0,3.0,4.0
EMP101441,Mahendra Pradana,3.0,134.0,26.0,2.0,3.0,2.0,3.0,4.0
EMP101442,Valdo Saputra Fauziah,3.0,94.0,17.0,4.0,3.0,3.0,3.0,3.0
EMP101443,Teguh Iqbal Siregar,4.0,92.0,20.0,4.0,4.0,4.0,,99.0
EMP101444,Rizky Siregar,3.0,86.0,19.0,,3.0,4.0,2.0,3.0
EMP101445,Ayunda Qolbi Hartanto,3.0,108.0,25.0,2.0,2.0,2.0,3.0,3.0
EMP101446,Fitri Adi Pratomo,5.0,94.0,18.0,4.0,4.0,5.0,5.0,5.0
EMP101447,Rendra Pramudita Situmorang,3.0,94.0,31.0,3.0,3.0,3.0,2.0,3.0
EMP101448,Dewi Herlambang,4.0,,,5.0,5.0,4.0,4.0,
EMP101449,Bella Hidayat,1.0,117.0,23.0,1.0,1.0,1.0,1.0,1.0
EMP101450,Fajar Iqbal Permadi,4.0,98.0,29.0,4.0,3.0,4.0,4.0,5.0
EMP101451,Bayu Kusuma,5.0,125.0,25.0,4.0,5.0,5.0,5.0,5.0
EMP101452,Dimas Wibowo,2.0,128.0,20.0,3.0,2.0,2.0,2.0,2.0
EMP101453,Adi Saputra Pratomo,4.0,106.0,27.0,3.0,3.0,5.0,4.0,4.0
EMP101454,Utami Adi Siregar,3.0,,40.0,3.0,4.0,3.0,4.0,3.0
EMP101455,Galih Mahardika Wibowo,4.0,83.0,26.0,4.0,3.0,4.0,5.0,4.0
EMP101456,Nurlita Rachman Ramadhan,4.0,123.0,34.0,5.0,5.0,3.0,4.0,5.0
EMP101457,Arif Simanjuntak,2.0,125.0,15.0,,2.0,3.0,2.0,1.0
EMP101458,Oktavia Kusuma Pratama,4.0,104.0,33.0,5.0,4.0,4.0,4.0,5.0
EMP101459,Hadi Qolbi Ananda,4.0,98.0,30.0,3.0,2.0,1.0,3.0,
EMP101460,Zahra Fadillah Saputra,5.0,90.0,31.0,5.0,,5.0,5.0,5.0
EMP101461,Dimas Halim Wijaya,3.0,80.0,33.0,3.0,3.0,3.0,3.0,3.0
EMP101462,Dwi Pratomo,3.0,137.0,31.0,4.0,3.0,4.0,3.0,2.0
EMP101463,Budi Mahendra,4.0,88.0,27.0,4.0,4.0,4.0,4.0,4.0
EMP101464,Arif Utami,1.0,129.0,29.0,1.0,1.0,1.0,1.0,1.0
EMP101465,Oka Lestari Simanjuntak,3.0,94.0,22.0,3.0,,2.0,3.0,3.0
EMP101466,Kartika Ramadhan,2.0,,,2.0,2.0,2.0,,1.0
EMP101467,Bella Aji Siregar,4.0,89.0,23.0,3.0,4.0,5.0,4.0,4.0
EMP101468,Yuni Nugroho,3.0,140.0,25.0,3.0,2.0,4.0,2.0,
EMP101469,Rizka Wijaya Kurniawan,4.0,136.0,27.0,,5.0,4.0,3.0,4.0
EMP101470,Citra Simanjuntak,4.0,82.0,35.0,5.0,4.0,4.0,5.0,5.0
EMP101471,Rani Hidayat,4.0,,,3.0,3.0,4.0,5.0,4.0
EMP101472,Mahendra Baskara Purnama,3.0,93.0,24.0,2.0,4.0,2.0,2.0,3.0
EMP101473,Kurnia Lukman,4.0,106.0,13.0,3.0,4.0,4.0,4.0,5.0
EMP101474,Hadi Ramadhan,3.0,127.0,28.0,3.0,3.0,3.0,4.0,2.0
EMP101475,Rifqi Permadi,2.0,127.0,24.0,2.0,1.0,,2.0,1.0
EMP101476,Mahendra Wijaya Pamungkas,3.0,137.0,32.0,2.0,2.0,3.0,2.0,
EMP101477,Putri Indrawan,4.0,86.0,24.0,4.0,4.0,4.0,5.0,4.0
